MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,78,10530,Pave,Reg,AllPub,Mitchel,Norm,Duplex,SFoyer,5,1977,1977,Gable,CompShg,Plywood,BrkFace,TA,CBlock,TA,975,GasA,TA,Y,SBrkr,1,2,1,TA,4,Typ,0,Attchd,1977,Unf,2,504,TA,0,WD,Normal,135000
RL,63,7875,Pave,Reg,AllPub,Gilbert,Norm,1Fam,1Story,5,1995,1996,Gable,CompShg,HdBoard,BrkFace,TA,PConc,Gd,1237,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,1,Attchd,1995,Fin,2,402,TA,0,WD,Normal,176000
RL,65,7153,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1992,1992,Gable,CompShg,VinylSd,None,Gd,PConc,TA,761,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,1992,RFn,2,484,TA,0,WD,Normal,175900
RL,67,16285,Pave,IR2,AllPub,CollgCr,Norm,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,None,TA,PConc,TA,1413,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2001,RFn,2,605,TA,0,WD,Normal,187100
RL,NA,9101,Pave,IR1,AllPub,Mitchel,Norm,1Fam,SFoyer,6,1978,1978,Gable,CompShg,Plywood,BrkFace,Gd,PConc,TA,1097,GasA,Ex,Y,SBrkr,1,1,1,Gd,4,Typ,1,Attchd,1978,Fin,2,602,TA,0,WD,Normal,165500
RM,35,6300,Pave,Reg,AllPub,OldTown,Norm,1Fam,2.5Unf,6,1914,2001,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,742,GasA,Ex,Y,SBrkr,2,3,1,TA,9,Typ,1,NA,NA,NA,0,0,NA,0,WD,Normal,128000
RL,NA,9790,Pave,Reg,AllPub,NWAmes,Feedr,1Fam,1Story,5,1967,1967,Gable,CompShg,BrkFace,None,TA,CBlock,TA,1372,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1967,Unf,2,457,TA,0,WD,Normal,161500
RM,60,10800,Pave,Reg,AllPub,OldTown,Artery,1Fam,1.5Fin,6,1915,1950,Gable,CompShg,MetalSd,None,Gd,PConc,TA,686,GasA,TA,Y,SBrkr,2,4,1,TA,7,Typ,0,Detchd,1961,Unf,1,416,TA,0,WD,Normal,139000
RL,76,10142,Pave,IR1,AllPub,SawyerW,Norm,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,None,TA,PConc,TA,956,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,0,BuiltIn,2004,RFn,2,618,TA,0,WD,Normal,233000
RM,50,6000,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,7,1954,2000,Gable,CompShg,MetalSd,None,TA,CBlock,TA,901,GasA,Ex,Y,SBrkr,1,2,1,TA,4,Typ,0,Detchd,1954,Unf,1,281,TA,0,WD,Normal,107900
RL,NA,12205,Pave,IR1,AllPub,ClearCr,Norm,1Fam,2Story,8,1966,2007,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,Fa,832,GasA,Gd,Y,SBrkr,2,5,1,Gd,9,Typ,0,Attchd,1966,Fin,2,444,TA,0,WD,Normal,187500
RL,43,3182,Pave,Reg,AllPub,Blmngtn,Norm,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1145,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,2005,Fin,2,397,TA,0,WD,Normal,160200
RL,NA,11333,Pave,IR1,AllPub,Mitchel,Norm,1Fam,SLvl,5,1976,1976,Gable,CompShg,HdBoard,None,TA,PConc,TA,1029,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,2,Attchd,1976,RFn,2,539,TA,0,WD,Normal,146800
RL,92,9920,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1996,1997,Gable,CompShg,MetalSd,None,TA,PConc,TA,1117,GasA,Ex,Y,SBrkr,2,3,1,TA,8,Typ,1,Attchd,1997,Unf,2,455,TA,0,WD,Normal,269790
RL,76,9158,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2007,2007,Gable,CompShg,CemntBd,Stone,TA,PConc,TA,1496,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2007,Fin,2,474,TA,0,New,Partial,225000
RL,NA,10832,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,1994,1996,Gable,CompShg,MetalSd,None,TA,PConc,TA,712,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1994,Fin,2,409,TA,0,WD,Normal,194500
RL,70,8400,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,6,1980,1981,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,650,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1980,Unf,2,476,TA,0,WD,Normal,171000
RL,71,8197,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,BrkFace,TA,CBlock,TA,660,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,1,Attchd,1977,RFn,2,528,TA,0,WD,Normal,143500
RL,57,7677,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1953,1953,Gable,CompShg,VinylSd,None,TA,CBlock,TA,773,GasA,Gd,Y,SBrkr,1,2,1,TA,4,Typ,0,Attchd,1953,Unf,1,240,TA,0,WD,Abnorml,110000
RL,104,13518,Pave,Reg,AllPub,NridgHt,Norm,1Fam,2Story,5,2008,2009,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1926,GasA,Ex,Y,SBrkr,3,4,1,Ex,11,Typ,2,BuiltIn,2009,Fin,3,820,TA,0,New,Partial,485000
RL,60,7200,Pave,Reg,AllPub,SWISU,Feedr,1Fam,1.5Fin,7,1937,1950,Gable,CompShg,Wd Sdng,BrkFace,TA,BrkTil,TA,731,GasA,Ex,Y,SBrkr,1,3,1,Gd,7,Typ,2,Detchd,1939,Unf,1,240,TA,0,WD,Normal,175000
RL,79,12798,Pave,IR1,AllPub,ClearCr,Feedr,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,None,TA,PConc,TA,616,GasA,Gd,Y,SBrkr,2,4,1,Gd,8,Typ,0,Attchd,1997,RFn,2,603,TA,0,WD,Normal,200000
RM,40,4800,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1Story,7,1916,1990,Gable,CompShg,MetalSd,None,TA,CBlock,TA,1196,GasA,Ex,Y,FuseA,1,2,1,TA,5,Typ,0,Detchd,1957,Unf,2,440,TA,0,WD,Normal,109900
RL,63,8199,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,WdShing,None,TA,PConc,TA,728,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2005,Fin,2,410,TA,0,WD,Normal,189000
RL,107,13891,Pave,Reg,AllPub,NridgHt,Norm,1Fam,2Story,5,2008,2009,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1734,GasA,Ex,Y,SBrkr,3,4,1,Ex,12,Typ,1,BuiltIn,2009,RFn,3,1020,TA,0,New,Partial,582933
RL,75,9000,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,936,GasA,TA,Y,SBrkr,1,2,1,TA,5,Min1,0,Attchd,1954,Unf,1,286,TA,0,WD,Family,118000
RL,91,12274,Pave,IR1,AllPub,Somerst,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1417,GasA,Ex,Y,SBrkr,2,3,1,Ex,6,Typ,0,Attchd,2008,RFn,2,554,TA,0,New,Partial,227680
RL,75,9750,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,VinylSd,None,TA,PConc,TA,980,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,0,Attchd,1967,Fin,1,384,TA,0,WD,Normal,135500
RL,144,21384,Pave,Reg,AllPub,BrkSide,Norm,1Fam,2Story,6,1923,2004,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,1324,GasA,Ex,Y,SBrkr,1,3,1,Gd,6,Typ,1,Attchd,1923,RFn,2,528,TA,0,WD,Normal,223500
RL,85,13400,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,5,1966,1966,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,1024,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1966,RFn,2,484,TA,0,WD,Normal,159950
RM,90,8100,Pave,Reg,AllPub,OldTown,Norm,1Fam,2.5Unf,5,1898,1965,Hip,CompShg,AsbShng,None,TA,PConc,TA,849,GasA,TA,N,FuseA,2,2,3,TA,11,Typ,0,Detchd,1910,Unf,2,360,Po,0,WD,Normal,106000
RL,78,10140,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,6,1974,1999,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1040,GasA,Fa,Y,SBrkr,1,3,1,Gd,5,Typ,1,Attchd,1974,RFn,2,484,TA,648,WD,Normal,181000
RM,NA,4438,Pave,Reg,AllPub,CollgCr,Norm,TwnhsE,1Story,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,848,GasA,Ex,Y,SBrkr,1,1,1,Gd,4,Typ,1,Attchd,2004,Fin,2,420,TA,0,ConLD,Normal,144500
C (all),66,8712,Grvl,Reg,AllPub,IDOTRR,Norm,1Fam,1Story,5,1952,1952,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,540,GasA,TA,N,FuseA,1,2,1,Fa,4,Typ,0,Basment,1952,Unf,2,504,TA,0,WD,Alloca,55993
RL,75,9750,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1958,1958,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1442,GasA,Gd,Y,SBrkr,1,4,1,TA,7,Typ,0,Attchd,1958,RFn,1,301,TA,0,COD,Normal,157900
RL,45,8248,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,7,1918,1950,Gable,CompShg,Stucco,None,TA,BrkTil,TA,686,GasW,Gd,Y,SBrkr,1,3,1,Fa,7,Typ,0,Detchd,1955,Unf,1,280,TA,0,WD,Normal,116000
RL,48,12137,Pave,IR2,AllPub,CollgCr,Norm,1Fam,1Story,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1649,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1998,RFn,2,598,TA,0,WD,Normal,224900
RL,NA,11425,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,6,1954,1954,Gable,CompShg,BrkFace,None,TA,CBlock,TA,1008,GasA,Gd,Y,SBrkr,1,2,1,TA,4,Typ,1,Attchd,1954,RFn,1,275,TA,0,WD,Normal,137000
RL,NA,13265,Pave,IR1,AllPub,Mitchel,Norm,1Fam,1Story,5,2002,2002,Hip,CompShg,CemntBd,BrkFace,TA,PConc,TA,1568,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,2,Attchd,2002,RFn,3,857,TA,0,WD,Normal,271000
RL,80,8816,Pave,Reg,AllPub,ClearCr,Norm,1Fam,SLvl,7,1971,1971,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1010,GasA,Gd,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1971,Unf,2,440,TA,0,WD,Normal,155000
RL,44,6371,Pave,IR1,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2009,2010,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1358,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2010,RFn,2,484,TA,0,New,Partial,224000
RL,72,7226,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,None,TA,PConc,TA,798,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2003,RFn,2,595,TA,0,WD,Normal,183000
RM,60,6000,Pave,Reg,AllPub,OldTown,Norm,2fmCon,1Story,4,1953,1953,Gable,CompShg,MetalSd,None,TA,CBlock,TA,936,GasA,TA,N,SBrkr,1,2,1,TA,4,Min2,0,Detchd,1974,Unf,2,576,TA,0,WD,Normal,93000
RL,NA,12394,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,None,TA,PConc,TA,847,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,BuiltIn,2003,Fin,2,433,TA,0,WD,Family,225000
RL,60,9900,Pave,Reg,AllPub,SWISU,Norm,1Fam,1.5Fin,7,1940,1950,Gable,CompShg,VinylSd,None,TA,BrkTil,TA,778,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Detchd,1940,Unf,1,240,TA,0,WD,Normal,139500
FV,81,11216,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,None,TA,PConc,Gd,1489,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2006,RFn,2,776,TA,0,New,Partial,232600
RL,114,14803,Pave,Reg,AllPub,NridgHt,PosN,1Fam,1Story,5,2007,2008,Hip,CompShg,CemntBd,BrkFace,TA,PConc,TA,2078,GasA,Ex,Y,SBrkr,2,2,1,Ex,7,Typ,1,Attchd,2007,Fin,3,1220,TA,0,New,Partial,385000
RM,50,6130,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Unf,6,1924,1950,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,784,GasA,Gd,Y,SBrkr,1,2,1,Gd,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,109500
RL,65,8529,Pave,IR1,AllPub,SawyerW,Norm,1Fam,1Story,5,2001,2001,Gable,CompShg,VinylSd,None,TA,PConc,TA,1454,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2001,RFn,2,527,TA,0,WD,Normal,189000
RL,NA,28698,Pave,IR2,AllPub,ClearCr,Norm,1Fam,2Story,5,1967,1967,Flat,Tar&Grv,Plywood,None,TA,PConc,Gd,1013,GasA,TA,Y,SBrkr,2,3,1,TA,7,Min2,0,Attchd,1967,Fin,2,538,TA,0,WD,Abnorml,185000
FV,24,2544,Pave,Reg,AllPub,Somerst,Norm,Twnhs,2Story,5,2005,2005,Gable,CompShg,MetalSd,None,TA,PConc,TA,600,GasA,Ex,Y,SBrkr,2,2,1,Gd,4,Typ,0,Detchd,2005,RFn,2,480,TA,0,WD,Normal,147400
RL,80,11900,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1957,1957,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1392,GasA,TA,Y,FuseA,1,3,1,TA,6,Typ,2,Attchd,1957,RFn,2,458,TA,0,WD,Normal,166000
FV,30,3180,Pave,Reg,AllPub,Somerst,Norm,TwnhsE,2Story,5,2005,2005,Gable,CompShg,MetalSd,None,TA,PConc,TA,600,GasA,Ex,Y,SBrkr,2,2,1,Gd,4,Typ,0,Detchd,2005,RFn,2,480,TA,0,WD,Normal,151000
RL,44,9548,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,6,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,941,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2003,RFn,2,613,TA,0,WD,Normal,237000
RL,100,10004,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1516,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1964,RFn,2,472,TA,0,WD,Normal,167000
RL,75,7875,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1961,1961,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,1144,GasA,Gd,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1961,Unf,2,456,TA,0,WD,Normal,139950
RL,60,9600,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,7,1950,1995,Gable,CompShg,VinylSd,None,TA,CBlock,TA,1067,GasA,TA,Y,SBrkr,2,2,1,Gd,4,Min2,0,Attchd,1996,Unf,2,436,TA,0,WD,Normal,128000
RM,90,8100,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,6,1948,1973,Gable,CompShg,VinylSd,None,TA,BrkTil,TA,1559,GasA,Gd,Y,SBrkr,1,2,1,TA,5,Min2,0,Detchd,1948,Unf,2,812,TA,0,COD,Normal,153500
RM,21,1680,Pave,Reg,AllPub,BrDale,Norm,Twnhs,2Story,5,1973,1973,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,483,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1973,Unf,1,264,TA,0,WD,Normal,100000
RL,75,9525,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,6,1995,2006,Gable,CompShg,VinylSd,None,TA,PConc,TA,1099,GasA,Ex,Y,SBrkr,1,3,1,Gd,6,Typ,0,Attchd,1999,Unf,1,352,TA,0,WD,Normal,144000
RL,70,11767,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,6,1946,1995,Gable,CompShg,MetalSd,None,TA,CBlock,TA,768,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Detchd,1946,Unf,1,240,TA,0,WD,Normal,130500
RH,NA,12155,Pave,IR1,AllPub,SWISU,Norm,1Fam,2Story,8,1925,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,672,GasA,TA,N,SBrkr,2,4,1,Fa,7,Typ,0,Detchd,1934,Unf,1,400,TA,0,WD,Normal,140000
RM,60,10440,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,8,1904,2002,Gable,CompShg,MetalSd,None,TA,PConc,TA,650,GasA,Gd,Y,SBrkr,2,3,1,Gd,8,Typ,1,Detchd,1983,Unf,2,686,TA,0,WD,Normal,157500
RL,82,9020,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,7,1966,1966,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1127,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1966,RFn,2,490,Gd,0,WD,Normal,174900
RL,80,8000,Pave,Reg,AllPub,NAmes,Artery,Duplex,1Story,4,1961,1961,Gable,CompShg,BrkFace,None,TA,CBlock,TA,1800,GasA,Ex,N,SBrkr,2,6,2,TA,10,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,141000
RM,100,12665,Pave,IR1,AllPub,OldTown,Artery,1Fam,1.5Fin,8,1915,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,876,GasA,Gd,Y,SBrkr,1,4,1,TA,7,Typ,1,Detchd,1949,Unf,3,720,TA,0,WD,Normal,153900
RL,NA,16647,Pave,IR1,AllPub,Sawyer,RRAe,1Fam,SFoyer,5,1975,1981,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1390,GasA,TA,Y,SBrkr,2,3,1,TA,6,Min2,2,Basment,1975,Fin,2,611,TA,0,WD,Normal,171000
RL,75,9317,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1993,1993,Gable,CompShg,HdBoard,BrkFace,TA,PConc,TA,740,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1993,Unf,2,425,TA,0,WD,Normal,213000
RL,36,15523,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,6,1972,1972,Gable,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,Attchd,1972,Unf,1,338,TA,0,WD,Normal,133500
RL,75,45600,Pave,IR2,AllPub,ClearCr,Norm,1Fam,1.5Fin,8,1908,1997,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,907,GasA,TA,Y,SBrkr,3,5,1,TA,10,Typ,1,Detchd,1908,Unf,2,360,TA,0,WD,Normal,240000
RL,80,9600,Pave,Reg,AllPub,Veenker,Feedr,1Fam,SLvl,7,1976,1994,Hip,CompShg,Plywood,BrkFace,Gd,CBlock,TA,528,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1976,RFn,2,512,TA,0,WD,Normal,187000
RM,36,4435,Pave,Reg,AllPub,CollgCr,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,848,GasA,Ex,Y,SBrkr,1,1,1,Gd,3,Typ,0,Attchd,2003,Fin,2,420,TA,0,WD,Normal,131500
RL,NA,3196,Pave,Reg,AllPub,Blmngtn,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1273,GasA,Ex,Y,SBrkr,2,2,1,Gd,7,Typ,1,Attchd,2003,Fin,2,400,TA,0,WD,Normal,215000
RL,53,7128,Pave,Reg,AllPub,Crawfor,Norm,1Fam,2.5Unf,5,1941,1950,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,918,GasA,Gd,Y,SBrkr,2,4,1,TA,7,Typ,2,Detchd,1941,Unf,1,240,TA,0,WD,Normal,164000
RL,NA,12095,Pave,IR1,AllPub,NAmes,Norm,1Fam,SLvl,6,1964,1964,Gable,CompShg,MetalSd,BrkFace,Gd,CBlock,TA,1127,GasA,TA,Y,SBrkr,1,3,1,TA,7,Typ,1,Attchd,1964,RFn,2,645,TA,0,WD,Normal,158000
RL,102,17920,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,4,1955,1974,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,1763,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1955,Unf,2,454,TA,0,WD,Abnorml,170000
RL,NA,6897,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,8,1962,2010,Gable,CompShg,HdBoard,None,Gd,CBlock,TA,1040,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Detchd,1962,Unf,1,260,TA,0,WD,Normal,127000
RL,NA,10970,Pave,IR1,AllPub,CollgCr,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,Plywood,None,TA,CBlock,Gd,940,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1981,Unf,2,576,Fa,0,WD,Normal,147000
RL,65,8125,Pave,Reg,AllPub,Gilbert,Norm,1Fam,2Story,5,1994,1995,Gable,CompShg,HdBoard,None,TA,PConc,TA,702,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,1,Attchd,1994,Fin,2,343,TA,0,WD,Normal,174000
RL,80,10400,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,5,1976,1976,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1090,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,1,Attchd,1976,RFn,2,479,TA,0,WD,Family,152000
RL,NA,11029,Pave,IR1,AllPub,NWAmes,PosA,1Fam,2Story,7,1968,1984,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1054,GasA,TA,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,1968,Unf,2,619,TA,0,WD,Normal,250000
RL,55,7642,Pave,Reg,AllPub,Crawfor,Norm,1Fam,1.5Fin,8,1918,1998,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,912,GasA,Gd,Y,SBrkr,1,3,1,Gd,7,Typ,1,Detchd,1925,Unf,1,216,TA,0,WD,Normal,189950
RL,75,11625,Pave,Reg,AllPub,Sawyer,Norm,2fmCon,1Story,4,1965,1965,Hip,CompShg,Plywood,None,TA,PConc,TA,1039,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1965,Unf,2,504,TA,0,WD,Normal,131500
RL,81,9672,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,5,1984,1985,Hip,CompShg,HdBoard,None,TA,PConc,TA,1040,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,0,Attchd,1986,Unf,2,480,TA,0,WD,Normal,152000
RL,70,7931,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,None,TA,CBlock,TA,1148,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1959,Unf,1,672,TA,0,WD,Normal,132500
FV,72,8640,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,None,TA,PConc,TA,1372,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2008,Fin,2,529,TA,0,New,Partial,250580
RL,NA,8750,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,6,1970,1970,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1002,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1973,Unf,2,902,TA,0,WD,Normal,148500
RL,67,10656,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1638,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2007,RFn,3,870,TA,0,New,Partial,248900
RL,85,6970,Pave,Reg,AllPub,Sawyer,Feedr,1Fam,1Story,5,1961,1961,Gable,CompShg,VinylSd,None,TA,CBlock,TA,1040,GasA,TA,Y,SBrkr,1,3,1,Fa,5,Typ,0,Attchd,1961,RFn,2,544,TA,0,WD,Normal,129000
RL,NA,14762,Pave,IR2,AllPub,Gilbert,Feedr,1Fam,2Story,6,1948,1950,Gable,CompShg,Plywood,None,TA,Slab,NA,0,GasA,Gd,Y,SBrkr,2,2,1,TA,7,Typ,1,Attchd,1979,Unf,2,672,TA,0,WD,Normal,169000
RL,80,9938,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1993,1994,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,1050,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1993,Fin,2,574,TA,0,WD,Normal,236000
RL,60,6600,Pave,Reg,AllPub,NAmes,PosN,1Fam,1Story,5,1962,1962,Hip,CompShg,MetalSd,None,TA,CBlock,TA,894,GasA,Gd,N,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1962,Unf,1,308,TA,0,WD,Normal,109500
RL,70,8750,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,804,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,1998,RFn,2,523,TA,0,WD,Normal,200500
RL,74,8892,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1953,1996,Gable,CompShg,WdShing,None,TA,Stone,TA,105,GasA,Gd,Y,SBrkr,1,3,1,Gd,5,Typ,0,Attchd,1953,Unf,2,414,TA,0,WD,Normal,116000
